instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
3018.0,2011-05-10,2.0,0.0,5.0,15.0,0.0,2.0,1.0,2.0,0.64,0.6212,0.33,0.0896,28.0,,180.0
3019.0,,2.0,0.0,5.0,16.0,0.0,2.0,1.0,1.0,0.66,0.6212,0.31,,56.0,271.0,
3020.0,2011-05-10,2.0,0.0,5.0,17.0,0.0,,1.0,1.0,0.64,0.6212,0.33,,79.0,532.0,611.0
3021.0,2011-05-10,,0.0,5.0,,0.0,2.0,1.0,1.0,0.64,0.6212,0.29,0.1343,70.0,480.0,550.0
3022.0,,2.0,0.0,,19.0,0.0,,1.0,1.0,0.6,0.6212,0.43,,69.0,365.0,434.0
3023.0,2011-05-10,2.0,0.0,5.0,20.0,0.0,2.0,1.0,1.0,,0.5152,0.6,0.1343,,,291.0
3024.0,2011-05-10,2.0,0.0,,21.0,0.0,2.0,1.0,1.0,0.54,,0.52,0.0,30.0,173.0,203.0
3025.0,2011-05-10,2.0,0.0,5.0,22.0,0.0,2.0,1.0,,0.52,0.5,0.55,0.1045,29.0,121.0,150.0
,2011-05-10,2.0,0.0,5.0,23.0,0.0,2.0,1.0,,0.52,0.5,0.59,0.1343,,72.0,81.0
3027.0,2011-05-11,2.0,0.0,5.0,0.0,,3.0,1.0,2.0,0.52,0.5,0.55,0.1343,8.0,30.0,38.0
3028.0,2011-05-11,2.0,0.0,5.0,1.0,0.0,,,2.0,0.5,0.4848,0.59,0.1045,4.0,16.0,
3029.0,2011-05-11,,,5.0,2.0,,,1.0,1.0,0.52,0.5,0.59,0.0,6.0,4.0,10.0
,2011-05-11,2.0,0.0,5.0,3.0,0.0,3.0,1.0,1.0,0.5,0.4848,0.63,0.2239,0.0,,3.0
3031.0,2011-05-11,2.0,0.0,5.0,4.0,,3.0,1.0,2.0,0.48,0.4697,0.88,0.1343,0.0,2.0,2.0
3032.0,2011-05-11,2.0,0.0,5.0,,0.0,3.0,1.0,,0.46,0.4545,0.88,0.1343,0.0,20.0,20.0
3033.0,2011-05-11,2.0,0.0,5.0,6.0,0.0,3.0,1.0,1.0,,0.4545,0.82,0.1343,6.0,,99.0
3034.0,2011-05-11,2.0,0.0,5.0,7.0,0.0,,1.0,1.0,0.48,0.4697,0.72,0.19399999999999998,25.0,293.0,318.0
3035.0,2011-05-11,2.0,,5.0,8.0,0.0,3.0,1.0,1.0,,0.4697,0.77,0.2537,21.0,421.0,442.0
,2011-05-11,2.0,0.0,5.0,9.0,0.0,3.0,1.0,1.0,0.52,0.5,0.72,0.1343,21.0,182.0,
3037.0,2011-05-11,,0.0,5.0,10.0,0.0,3.0,1.0,1.0,0.54,0.5152,0.68,0.0896,,124.0,154.0
3038.0,2011-05-11,2.0,0.0,5.0,11.0,0.0,3.0,1.0,1.0,0.56,,0.64,0.0896,18.0,123.0,141.0
,2011-05-11,2.0,0.0,5.0,12.0,0.0,3.0,1.0,1.0,0.6,0.6212,0.56,0.0,41.0,185.0,226.0
3040.0,2011-05-11,2.0,,5.0,13.0,0.0,3.0,,1.0,0.62,0.6212,0.5,0.0,36.0,157.0,193.0
,,2.0,0.0,5.0,14.0,0.0,3.0,1.0,1.0,0.62,0.6212,0.53,0.0896,36.0,141.0,177.0
3042.0,2011-05-11,2.0,0.0,5.0,15.0,0.0,3.0,1.0,,0.64,0.6212,0.41,0.0,48.0,131.0,179.0
3043.0,2011-05-11,2.0,0.0,5.0,16.0,0.0,3.0,1.0,1.0,0.66,0.6212,0.39,0.0,49.0,240.0,289.0
,2011-05-11,2.0,0.0,5.0,17.0,0.0,3.0,1.0,,0.64,,0.47,0.1045,,242.0,259.0
3045.0,2011-05-11,2.0,0.0,5.0,18.0,0.0,3.0,1.0,1.0,0.62,0.6212,0.5,0.2985,,234.0,274.0
3046.0,2011-05-11,2.0,0.0,5.0,19.0,0.0,3.0,1.0,,0.56,0.5303,0.52,0.1343,60.0,341.0,401.0
3047.0,2011-05-11,2.0,0.0,5.0,20.0,0.0,3.0,1.0,1.0,0.54,0.5152,0.64,,28.0,,
3048.0,2011-05-11,2.0,0.0,5.0,21.0,0.0,3.0,1.0,1.0,0.54,0.5152,0.6,0.0,32.0,202.0,234.0
3049.0,2011-05-11,2.0,0.0,5.0,22.0,0.0,3.0,1.0,1.0,,0.4848,0.72,0.2537,12.0,134.0,146.0
3050.0,2011-05-11,2.0,0.0,5.0,,0.0,3.0,1.0,1.0,0.46,0.4545,0.88,0.2537,12.0,69.0,81.0
3051.0,2011-05-12,2.0,0.0,5.0,0.0,0.0,4.0,1.0,2.0,0.46,,0.88,0.2239,,39.0,44.0
3052.0,2011-05-12,2.0,0.0,5.0,1.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.88,0.2239,1.0,,17.0
3053.0,,2.0,0.0,,2.0,,4.0,1.0,1.0,0.44,0.4394,0.94,0.19399999999999998,1.0,14.0,
3054.0,2011-05-12,2.0,0.0,5.0,3.0,0.0,,1.0,1.0,0.44,0.4394,0.88,0.1343,0.0,5.0,5.0
3055.0,2011-05-12,,0.0,5.0,4.0,0.0,4.0,1.0,1.0,0.42,0.4242,0.94,0.0,1.0,5.0,6.0
3056.0,2011-05-12,2.0,0.0,5.0,5.0,0.0,4.0,1.0,1.0,0.42,0.4242,0.94,0.1343,2.0,27.0,29.0
3057.0,2011-05-12,2.0,0.0,5.0,6.0,0.0,4.0,1.0,1.0,0.44,0.4394,0.88,,9.0,103.0,112.0
3058.0,2011-05-12,,0.0,5.0,7.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.88,0.1343,,283.0,297.0
3059.0,2011-05-12,2.0,,5.0,8.0,0.0,4.0,1.0,1.0,0.48,0.4697,0.82,0.19399999999999998,27.0,394.0,421.0
3060.0,2011-05-12,2.0,0.0,5.0,9.0,0.0,4.0,1.0,2.0,0.5,0.4848,0.77,,21.0,191.0,212.0
3061.0,2011-05-12,2.0,0.0,5.0,10.0,0.0,,1.0,2.0,0.54,0.5152,0.68,0.2239,28.0,119.0,147.0
3062.0,2011-05-12,2.0,0.0,5.0,11.0,0.0,4.0,1.0,1.0,0.58,0.5455,0.6,0.2239,43.0,136.0,179.0
3063.0,2011-05-12,2.0,0.0,5.0,12.0,0.0,4.0,1.0,1.0,0.58,0.5455,0.6,0.2239,43.0,164.0,207.0
3064.0,2011-05-12,2.0,0.0,5.0,13.0,0.0,,1.0,2.0,0.62,0.6212,0.57,0.2985,48.0,170.0,
3065.0,2011-05-12,2.0,0.0,5.0,14.0,,4.0,1.0,,0.62,0.6061,0.61,0.2239,,148.0,191.0
3066.0,2011-05-12,2.0,0.0,5.0,15.0,0.0,4.0,1.0,2.0,0.64,,,0.2537,,163.0,217.0
3067.0,2011-05-12,2.0,0.0,5.0,16.0,0.0,4.0,1.0,2.0,0.64,0.6212,0.57,0.2537,50.0,238.0,288.0
3068.0,,2.0,0.0,5.0,17.0,0.0,4.0,1.0,2.0,0.64,0.6212,,0.19399999999999998,54.0,,594.0
3069.0,2011-05-12,,0.0,5.0,18.0,,4.0,1.0,1.0,0.62,,,0.2239,64.0,463.0,
3070.0,2011-05-12,2.0,0.0,5.0,19.0,0.0,4.0,1.0,2.0,0.6,0.6061,0.64,0.19399999999999998,59.0,305.0,
3071.0,2011-05-12,2.0,0.0,5.0,20.0,0.0,4.0,1.0,1.0,0.6,,0.64,0.19399999999999998,56.0,220.0,276.0
3072.0,2011-05-12,2.0,0.0,5.0,21.0,0.0,4.0,,1.0,0.56,0.5303,0.83,0.1343,31.0,,223.0
3073.0,2011-05-12,2.0,0.0,5.0,22.0,,4.0,1.0,1.0,0.54,0.5152,0.83,0.19399999999999998,25.0,147.0,172.0
,2011-05-12,2.0,0.0,5.0,23.0,0.0,,1.0,2.0,0.54,0.5152,0.77,0.19399999999999998,16.0,87.0,103.0
3075.0,2011-05-13,2.0,0.0,5.0,0.0,0.0,5.0,1.0,2.0,0.52,0.5,0.83,0.1642,6.0,46.0,52.0
3076.0,2011-05-13,,0.0,5.0,1.0,0.0,,1.0,1.0,0.52,0.5,0.83,0.1642,5.0,15.0,20.0
3077.0,,2.0,0.0,5.0,2.0,0.0,5.0,,2.0,0.5,0.4848,0.88,,3.0,8.0,11.0
3078.0,2011-05-13,2.0,0.0,5.0,3.0,0.0,5.0,1.0,2.0,0.5,0.4848,0.88,0.1343,2.0,2.0,4.0
3079.0,2011-05-13,2.0,,5.0,4.0,,5.0,1.0,3.0,0.5,,0.88,0.1642,2.0,3.0,
,2011-05-13,2.0,0.0,5.0,5.0,0.0,5.0,1.0,,0.5,0.4848,0.88,0.19399999999999998,1.0,24.0,25.0
3081.0,2011-05-13,2.0,0.0,5.0,6.0,0.0,5.0,1.0,3.0,0.5,0.4848,0.88,0.1343,6.0,76.0,82.0
3082.0,2011-05-13,2.0,0.0,,7.0,0.0,5.0,1.0,3.0,0.5,0.4848,0.88,0.1642,16.0,,157.0
3083.0,2011-05-13,,0.0,5.0,8.0,0.0,5.0,1.0,2.0,0.5,0.4848,0.88,0.19399999999999998,,361.0,387.0
3084.0,2011-05-13,2.0,0.0,5.0,9.0,0.0,5.0,1.0,2.0,0.5,0.4848,0.88,0.19399999999999998,18.0,215.0,233.0
3085.0,2011-05-13,2.0,0.0,5.0,10.0,0.0,,1.0,2.0,0.52,0.5,0.83,,31.0,99.0,130.0
3086.0,,2.0,0.0,,11.0,0.0,5.0,1.0,2.0,0.52,0.5,0.83,0.1642,56.0,90.0,146.0
3087.0,2011-05-13,2.0,0.0,5.0,12.0,0.0,,1.0,2.0,,,0.88,0.19399999999999998,53.0,170.0,
3088.0,2011-05-13,2.0,0.0,5.0,13.0,0.0,5.0,1.0,2.0,0.52,0.5,0.88,0.3881,69.0,157.0,226.0
3089.0,2011-05-13,2.0,0.0,5.0,,0.0,5.0,1.0,2.0,,0.5,0.87,0.2836,70.0,,190.0
3090.0,2011-05-13,2.0,0.0,5.0,15.0,0.0,5.0,1.0,2.0,0.52,0.5,0.88,0.1642,56.0,142.0,198.0
3091.0,,2.0,0.0,5.0,16.0,0.0,5.0,,,0.52,0.5,0.88,0.1343,44.0,256.0,300.0
3092.0,2011-05-13,2.0,0.0,5.0,17.0,0.0,5.0,1.0,,0.52,,0.88,0.1642,62.0,429.0,491.0
3093.0,2011-05-13,2.0,0.0,5.0,18.0,0.0,5.0,1.0,3.0,0.52,0.5,0.88,0.1642,39.0,359.0,398.0
3094.0,2011-05-13,2.0,,,19.0,0.0,5.0,1.0,,0.52,0.5,,,25.0,245.0,270.0
3095.0,,2.0,0.0,5.0,20.0,,5.0,1.0,2.0,0.52,,0.83,0.1343,22.0,130.0,152.0
3096.0,2011-05-13,2.0,0.0,5.0,21.0,0.0,5.0,1.0,2.0,0.52,0.5,0.84,0.1642,24.0,130.0,154.0
3097.0,2011-05-13,2.0,0.0,5.0,22.0,,5.0,1.0,2.0,0.52,,0.83,0.2239,,107.0,132.0
3098.0,2011-05-13,2.0,0.0,5.0,23.0,,5.0,,3.0,0.5,0.4848,0.88,,,88.0,119.0
3099.0,2011-05-14,2.0,0.0,5.0,0.0,0.0,,,,0.5,0.4848,0.88,0.1343,24.0,78.0,102.0
3100.0,2011-05-14,2.0,0.0,5.0,1.0,0.0,6.0,0.0,2.0,0.5,0.4848,0.88,0.1343,18.0,64.0,82.0
3101.0,2011-05-14,2.0,0.0,5.0,2.0,0.0,6.0,,2.0,,0.4848,0.88,0.1343,15.0,37.0,52.0
3102.0,,2.0,0.0,5.0,3.0,0.0,6.0,0.0,2.0,,0.4848,0.88,,5.0,30.0,35.0
3103.0,2011-05-14,2.0,0.0,5.0,4.0,0.0,6.0,0.0,2.0,0.5,0.4848,0.82,0.1642,1.0,4.0,5.0
3104.0,2011-05-14,2.0,,5.0,,0.0,6.0,0.0,2.0,0.5,0.4848,0.82,0.1045,7.0,7.0,
3105.0,2011-05-14,2.0,0.0,5.0,6.0,0.0,6.0,0.0,2.0,0.5,0.4848,0.88,0.1045,2.0,9.0,11.0
3106.0,2011-05-14,2.0,0.0,5.0,,0.0,6.0,0.0,3.0,0.48,0.4697,,0.0,4.0,28.0,
3107.0,2011-05-14,2.0,0.0,5.0,8.0,0.0,,0.0,3.0,0.5,0.4848,0.94,0.0,16.0,72.0,88.0
3108.0,2011-05-14,2.0,0.0,5.0,9.0,0.0,6.0,0.0,2.0,0.52,0.5,0.94,0.0896,14.0,86.0,100.0
3109.0,2011-05-14,,0.0,5.0,10.0,0.0,6.0,0.0,2.0,,0.5,0.94,0.1642,34.0,133.0,167.0
3110.0,2011-05-14,2.0,0.0,5.0,,0.0,6.0,,2.0,0.52,0.5,0.94,0.1343,72.0,207.0,279.0
3111.0,2011-05-14,,,5.0,12.0,0.0,,0.0,3.0,0.52,0.5,1.0,0.0896,75.0,204.0,279.0
3112.0,2011-05-14,2.0,0.0,5.0,13.0,,6.0,0.0,3.0,0.52,,1.0,0.0896,68.0,180.0,248.0
3113.0,2011-05-14,2.0,0.0,5.0,14.0,,6.0,0.0,2.0,0.54,0.5152,0.94,0.1343,,159.0,216.0
3114.0,2011-05-14,2.0,0.0,5.0,15.0,0.0,6.0,0.0,2.0,0.54,,0.94,0.1642,73.0,221.0,294.0
3115.0,2011-05-14,2.0,0.0,5.0,,0.0,6.0,0.0,2.0,0.54,0.5152,,,107.0,188.0,295.0
3116.0,2011-05-14,,0.0,5.0,17.0,0.0,6.0,0.0,2.0,0.56,0.5303,,0.19399999999999998,78.0,194.0,272.0
3117.0,2011-05-14,,0.0,5.0,18.0,0.0,6.0,0.0,2.0,0.56,0.5303,0.88,0.2239,88.0,216.0,
3118.0,2011-05-14,2.0,0.0,5.0,19.0,0.0,6.0,0.0,3.0,0.54,,0.94,0.1343,69.0,179.0,248.0
3119.0,2011-05-14,2.0,0.0,5.0,20.0,0.0,6.0,0.0,3.0,0.54,0.5152,0.94,0.1343,42.0,115.0,157.0
3120.0,2011-05-14,2.0,0.0,5.0,,0.0,6.0,0.0,3.0,,0.5152,0.94,0.2239,15.0,44.0,59.0
3121.0,2011-05-14,2.0,0.0,5.0,22.0,0.0,6.0,,3.0,0.54,0.5152,0.94,0.1642,,19.0,26.0
3122.0,2011-05-14,2.0,,5.0,23.0,0.0,6.0,0.0,,0.52,0.5,1.0,0.19399999999999998,11.0,33.0,44.0
3123.0,2011-05-15,2.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.52,0.5,1.0,0.0,,34.0,39.0
3124.0,2011-05-15,,0.0,5.0,1.0,0.0,0.0,0.0,2.0,0.52,0.5,,0.1045,4.0,43.0,47.0
3125.0,2011-05-15,2.0,0.0,5.0,2.0,,0.0,0.0,2.0,0.52,0.5,1.0,0.1343,13.0,37.0,50.0
,2011-05-15,2.0,0.0,5.0,3.0,0.0,0.0,0.0,2.0,0.52,0.5,1.0,0.0,11.0,21.0,32.0
3127.0,2011-05-15,2.0,,5.0,4.0,0.0,0.0,,2.0,0.52,0.5,1.0,0.0,5.0,8.0,
3128.0,2011-05-15,2.0,0.0,5.0,5.0,0.0,0.0,0.0,3.0,0.52,0.5,1.0,0.1045,3.0,11.0,14.0
3129.0,2011-05-15,2.0,0.0,5.0,6.0,0.0,0.0,0.0,2.0,0.52,0.5,1.0,0.1343,3.0,14.0,17.0
3130.0,2011-05-15,2.0,0.0,5.0,7.0,0.0,0.0,0.0,2.0,0.52,0.5,1.0,0.1343,4.0,38.0,42.0
3131.0,2011-05-15,2.0,0.0,5.0,8.0,0.0,0.0,0.0,2.0,0.54,0.5152,0.94,0.1343,24.0,46.0,70.0
3132.0,2011-05-15,2.0,,5.0,9.0,0.0,0.0,0.0,1.0,0.58,0.5455,0.83,0.2537,36.0,98.0,134.0
3133.0,2011-05-15,2.0,0.0,,10.0,0.0,,0.0,1.0,0.58,0.5455,,0.2239,73.0,153.0,226.0
3134.0,2011-05-15,,0.0,5.0,11.0,,0.0,0.0,1.0,0.6,,0.78,0.2239,120.0,202.0,322.0
3135.0,2011-05-15,2.0,0.0,5.0,12.0,0.0,0.0,0.0,1.0,0.62,0.5909,0.73,,120.0,247.0,
3136.0,2011-05-15,2.0,0.0,,13.0,0.0,0.0,0.0,1.0,0.62,0.5909,0.73,0.2836,195.0,261.0,456.0
3137.0,2011-05-15,2.0,0.0,5.0,14.0,0.0,0.0,0.0,1.0,0.64,0.6061,0.73,0.19399999999999998,183.0,254.0,437.0
3138.0,2011-05-15,2.0,0.0,5.0,15.0,0.0,0.0,0.0,1.0,0.66,0.6212,,0.2537,,,459.0
3139.0,2011-05-15,2.0,0.0,5.0,16.0,0.0,0.0,0.0,1.0,0.64,0.6061,0.69,0.2537,158.0,282.0,440.0
,2011-05-15,2.0,0.0,5.0,17.0,0.0,0.0,0.0,3.0,0.56,0.5303,0.78,,137.0,255.0,392.0
3141.0,,2.0,0.0,5.0,18.0,0.0,0.0,0.0,1.0,0.56,0.5303,0.78,0.2537,60.0,177.0,237.0
3142.0,2011-05-15,2.0,0.0,5.0,19.0,0.0,0.0,0.0,1.0,0.56,0.5303,0.83,,,153.0,231.0
3143.0,2011-05-15,2.0,0.0,,20.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.88,0.0,53.0,138.0,
3144.0,2011-05-15,2.0,0.0,5.0,21.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.88,,44.0,107.0,151.0
3145.0,2011-05-15,2.0,0.0,5.0,,0.0,0.0,,1.0,0.56,0.5303,0.83,0.0,29.0,88.0,117.0
3146.0,2011-05-15,2.0,0.0,5.0,23.0,0.0,0.0,0.0,1.0,0.54,0.5152,0.88,0.2239,18.0,51.0,69.0
3147.0,2011-05-16,2.0,0.0,5.0,,0.0,1.0,1.0,1.0,0.52,0.5,0.94,0.1045,17.0,21.0,38.0
3148.0,2011-05-16,2.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,0.52,0.5,0.94,0.1343,6.0,8.0,14.0
3149.0,2011-05-16,2.0,0.0,5.0,2.0,,1.0,,1.0,0.5,0.4848,1.0,0.0896,4.0,9.0,
3150.0,2011-05-16,2.0,0.0,5.0,3.0,0.0,1.0,1.0,1.0,0.5,0.4848,0.94,0.1642,1.0,3.0,4.0
3151.0,2011-05-16,2.0,0.0,5.0,4.0,0.0,1.0,1.0,1.0,0.5,0.4848,1.0,0.1343,,5.0,6.0
3152.0,2011-05-16,2.0,0.0,5.0,5.0,0.0,1.0,1.0,1.0,0.5,0.4848,0.93,0.19399999999999998,1.0,,21.0
3153.0,2011-05-16,2.0,0.0,5.0,6.0,0.0,1.0,1.0,1.0,0.52,0.5,0.88,0.1642,,93.0,104.0
3154.0,2011-05-16,2.0,0.0,5.0,7.0,,1.0,1.0,1.0,0.52,0.5,0.83,0.2836,27.0,245.0,
3155.0,,2.0,0.0,5.0,8.0,0.0,1.0,1.0,1.0,0.56,,0.73,,28.0,366.0,394.0
3156.0,2011-05-16,2.0,0.0,5.0,9.0,0.0,1.0,1.0,1.0,0.6,0.5909,0.69,,38.0,156.0,194.0
3157.0,2011-05-16,2.0,0.0,5.0,10.0,,1.0,1.0,1.0,0.62,0.6061,0.65,0.0896,37.0,75.0,112.0
3158.0,2011-05-16,2.0,0.0,5.0,11.0,0.0,1.0,1.0,1.0,0.64,,0.57,0.0,56.0,129.0,185.0
3159.0,2011-05-16,2.0,0.0,5.0,12.0,0.0,1.0,,1.0,,0.6212,0.54,0.0896,72.0,137.0,209.0
,2011-05-16,2.0,0.0,,13.0,0.0,1.0,1.0,1.0,0.68,0.6364,0.51,0.0,61.0,153.0,214.0
3161.0,2011-05-16,2.0,0.0,5.0,14.0,,1.0,1.0,1.0,0.68,0.6364,0.51,0.0,76.0,117.0,193.0
3162.0,,2.0,0.0,,15.0,0.0,,1.0,1.0,0.72,0.6667,0.51,0.0,55.0,110.0,
3163.0,2011-05-16,2.0,0.0,5.0,16.0,0.0,1.0,,3.0,0.6,0.5758,,0.2537,,181.0,226.0
3164.0,2011-05-16,2.0,0.0,5.0,17.0,0.0,1.0,1.0,1.0,0.58,0.5455,0.88,0.2239,47.0,227.0,274.0
3165.0,2011-05-16,2.0,0.0,5.0,18.0,,1.0,1.0,3.0,,0.5455,0.83,0.19399999999999998,55.0,398.0,
3166.0,2011-05-16,2.0,0.0,5.0,19.0,0.0,1.0,1.0,1.0,0.58,0.5455,0.83,0.2537,36.0,272.0,308.0
3167.0,2011-05-16,2.0,0.0,5.0,20.0,0.0,1.0,1.0,1.0,,0.5455,,0.0,31.0,,198.0
3168.0,2011-05-16,2.0,0.0,5.0,,0.0,1.0,1.0,1.0,0.58,0.5455,0.83,0.0,28.0,149.0,177.0
3169.0,2011-05-16,2.0,0.0,5.0,22.0,0.0,1.0,,1.0,0.56,0.5303,,0.0896,22.0,,127.0
3170.0,2011-05-16,2.0,0.0,5.0,,0.0,1.0,1.0,1.0,0.56,0.5303,0.88,0.0896,18.0,39.0,57.0
3171.0,2011-05-17,2.0,0.0,5.0,0.0,0.0,2.0,1.0,2.0,0.56,0.5303,0.88,0.0,13.0,18.0,31.0
3172.0,2011-05-17,2.0,0.0,5.0,,0.0,2.0,1.0,3.0,0.56,0.5303,0.88,0.0,,6.0,13.0
3173.0,2011-05-17,,0.0,5.0,2.0,0.0,2.0,1.0,,0.56,0.5303,,0.0,4.0,,8.0
3174.0,2011-05-17,2.0,0.0,,3.0,,2.0,1.0,3.0,0.54,0.5152,0.94,0.2537,,3.0,4.0
3175.0,2011-05-17,2.0,0.0,5.0,4.0,0.0,2.0,,3.0,0.54,0.5152,0.94,0.2537,2.0,2.0,4.0
3176.0,2011-05-17,2.0,0.0,5.0,5.0,0.0,2.0,1.0,3.0,0.52,0.5,,0.2537,,22.0,22.0
3177.0,2011-05-17,2.0,0.0,,,,2.0,,3.0,,0.5,0.94,0.2537,0.0,49.0,49.0
3178.0,2011-05-17,2.0,0.0,5.0,7.0,0.0,2.0,1.0,2.0,0.52,0.5,0.94,0.2537,13.0,138.0,151.0
3179.0,2011-05-17,,0.0,5.0,8.0,0.0,2.0,1.0,2.0,0.52,0.5,0.94,0.2985,22.0,325.0,
3180.0,2011-05-17,2.0,0.0,,9.0,0.0,2.0,1.0,2.0,0.54,0.5152,0.88,0.2537,17.0,190.0,207.0
3181.0,2011-05-17,2.0,0.0,5.0,10.0,0.0,2.0,1.0,3.0,0.54,0.5152,0.88,0.2537,31.0,73.0,
3182.0,2011-05-17,2.0,0.0,5.0,11.0,0.0,2.0,1.0,2.0,0.56,0.5303,0.83,0.4179,26.0,104.0,130.0
3183.0,2011-05-17,2.0,0.0,5.0,12.0,0.0,2.0,1.0,3.0,0.56,,0.83,0.4179,38.0,115.0,153.0
3184.0,2011-05-17,2.0,0.0,5.0,13.0,0.0,2.0,1.0,2.0,0.56,0.5303,,0.3284,31.0,141.0,172.0
3185.0,2011-05-17,2.0,0.0,,14.0,0.0,2.0,1.0,1.0,0.62,0.5909,0.73,0.4627,61.0,123.0,184.0
3186.0,2011-05-17,2.0,0.0,5.0,15.0,0.0,2.0,1.0,,0.62,0.6061,0.69,,,131.0,210.0
3187.0,2011-05-17,2.0,0.0,5.0,16.0,0.0,2.0,1.0,1.0,0.62,,0.61,0.3284,,217.0,290.0
,,2.0,0.0,5.0,17.0,0.0,2.0,1.0,1.0,0.62,0.6061,0.65,0.4179,83.0,,604.0
3189.0,2011-05-17,,0.0,5.0,18.0,0.0,2.0,1.0,1.0,0.6,0.5909,0.69,,,426.0,
3190.0,2011-05-17,,0.0,5.0,19.0,,2.0,1.0,,0.6,0.5909,0.69,0.2537,51.0,298.0,349.0
3191.0,2011-05-17,2.0,0.0,5.0,20.0,0.0,,1.0,1.0,0.58,0.5455,0.83,0.4179,30.0,253.0,283.0
,,2.0,0.0,,21.0,0.0,2.0,1.0,1.0,0.54,0.5152,0.88,,23.0,,174.0
,2011-05-17,2.0,0.0,5.0,22.0,0.0,2.0,1.0,2.0,0.54,0.5152,0.88,0.2836,,86.0,98.0
3194.0,2011-05-17,2.0,,5.0,23.0,0.0,2.0,,2.0,0.54,0.5152,0.88,0.2537,7.0,49.0,56.0
3195.0,2011-05-18,2.0,,5.0,0.0,0.0,3.0,1.0,2.0,0.54,0.5152,0.88,,8.0,15.0,23.0
3196.0,2011-05-18,2.0,0.0,5.0,1.0,0.0,3.0,1.0,2.0,0.54,0.5152,0.88,0.2537,3.0,9.0,12.0
3197.0,2011-05-18,2.0,0.0,,2.0,0.0,3.0,1.0,,,0.5,0.94,0.2239,,5.0,6.0
3198.0,2011-05-18,2.0,0.0,5.0,3.0,0.0,3.0,1.0,3.0,0.52,0.5,0.94,0.2985,,3.0,9.0
3199.0,2011-05-18,,0.0,5.0,4.0,0.0,3.0,1.0,3.0,,0.5,0.94,0.2985,1.0,2.0,3.0
3200.0,2011-05-18,2.0,0.0,5.0,5.0,0.0,3.0,1.0,1.0,0.52,0.5,1.0,,0.0,9.0,9.0
3201.0,2011-05-18,2.0,0.0,5.0,6.0,0.0,3.0,,1.0,0.52,0.5,1.0,0.1343,2.0,99.0,101.0
3202.0,2011-05-18,2.0,0.0,5.0,7.0,0.0,3.0,1.0,1.0,0.54,0.5152,0.88,0.19399999999999998,14.0,260.0,274.0
3203.0,2011-05-18,2.0,0.0,5.0,8.0,,3.0,1.0,1.0,0.56,0.5303,0.88,0.2836,25.0,428.0,453.0
3204.0,2011-05-18,2.0,0.0,5.0,9.0,0.0,3.0,1.0,3.0,0.56,0.5303,0.83,0.2537,26.0,,202.0
3205.0,2011-05-18,2.0,0.0,5.0,10.0,0.0,3.0,1.0,3.0,0.54,0.5152,0.88,,33.0,73.0,106.0
3206.0,2011-05-18,2.0,0.0,5.0,11.0,0.0,,1.0,2.0,0.54,0.5152,0.94,0.0896,6.0,17.0,23.0
3207.0,2011-05-18,2.0,0.0,5.0,12.0,0.0,3.0,1.0,1.0,0.56,0.5303,0.94,,12.0,42.0,54.0
3208.0,2011-05-18,2.0,0.0,5.0,13.0,0.0,3.0,1.0,2.0,0.56,0.5303,0.83,0.3284,30.0,,122.0
3209.0,,2.0,0.0,,14.0,0.0,,1.0,2.0,0.58,0.5455,0.78,0.2836,,94.0,138.0
3210.0,2011-05-18,2.0,0.0,5.0,15.0,,3.0,1.0,1.0,0.6,0.5758,0.78,0.2537,34.0,133.0,167.0
,2011-05-18,2.0,0.0,5.0,16.0,0.0,3.0,,1.0,,0.5909,0.73,0.19399999999999998,,241.0,294.0
3212.0,,2.0,0.0,5.0,17.0,,3.0,1.0,,0.6,0.5909,0.69,0.1343,78.0,487.0,565.0
3213.0,2011-05-18,2.0,0.0,5.0,18.0,0.0,3.0,1.0,1.0,0.6,0.5909,0.73,0.2239,58.0,431.0,489.0
3214.0,2011-05-18,2.0,0.0,5.0,19.0,0.0,3.0,1.0,3.0,0.56,0.5303,0.88,0.1343,43.0,288.0,331.0
3215.0,2011-05-18,,0.0,5.0,20.0,0.0,3.0,1.0,3.0,0.56,,0.88,0.1343,24.0,189.0,213.0
3216.0,,2.0,0.0,5.0,,0.0,3.0,1.0,1.0,0.52,0.5,0.88,0.0,11.0,,85.0
3217.0,2011-05-18,2.0,0.0,5.0,22.0,0.0,3.0,1.0,1.0,0.52,0.5,0.83,0.0,,103.0,
3218.0,2011-05-18,2.0,0.0,5.0,23.0,0.0,3.0,1.0,1.0,0.52,0.5,0.94,0.0896,10.0,49.0,59.0
3219.0,2011-05-19,2.0,0.0,5.0,0.0,0.0,,1.0,1.0,0.52,0.5,0.94,0.1045,6.0,23.0,29.0
3220.0,2011-05-19,2.0,0.0,5.0,1.0,0.0,4.0,1.0,1.0,0.5,0.4848,0.94,0.0,2.0,4.0,6.0
